ca,blue,green,red,nir,swir1,swir2,VI,NDVI,TVI,DOY,AQI
0.1053,0.1235,0.1506,0.164,0.2923,0.2875,0.2223,0.1283,0.281174666,0.88384086,127,36
0.1112,0.1281,0.1534,0.1666,0.2923,0.2886,0.2164,0.1257,0.273915886,0.879724892,127,36
0.0559,0.0652,0.0826,0.0863,0.2158,0.22,0.1824,0.1295,0.428666005,0.963673184,271,36
0.076,0.082,0.0937,0.0973,0.2207,0.2187,0.1803,0.1234,0.388050314,0.942364215,271,36
0.1231,0.1272,0.1429,0.1401,0.2994,0.2136,0.1586,0.1593,0.362457338,0.928685812,127,36
0.0568,0.0802,0.1231,0.1213,0.2989,0.2125,0.1515,0.1776,0.422655878,0.960549779,127,36
0.0457,0.0653,0.1078,0.1055,0.226,0.1707,0.1189,0.1205,0.363499246,0.929246601,271,36
0.0728,0.0846,0.1133,0.111,0.2289,0.1691,0.1161,0.1179,0.346866726,0.92025362,271,36
0.0257,0.0378,0.0475,0.0416,0.1449,0.1102,0.0752,0.1033,0.553887399,1.026590181,255,36
0.0121,0.0277,0.0423,0.0366,0.1429,0.1103,0.0728,0.1063,0.592200557,1.045083995,255,36
0.7002,0.7241,0.7507,0.7765,0.81,0.6979,0.5648,0.0335,0.021115663,0.721883414,332,37
0.7023,0.7256,0.75,0.7727,0.8101,0.6978,0.553,0.0374,0.023629012,0.723622147,332,37
0.1562,0.1619,0.1728,0.1775,0.2745,0.2866,0.2265,0.097,0.21460177,0.845341215,111,37
0.155,0.1592,0.1726,0.1766,0.2752,0.2863,0.224,0.0986,0.218238158,0.847489326,111,37
0.0523,0.0712,0.107,0.0996,0.1594,0.1532,0.1202,0.0598,0.230888031,0.854919897,47,37
0.0604,0.0684,0.092,0.0733,0.1452,0.1526,0.1186,0.0719,0.329061785,0.9105283,47,37
0.0354,0.0462,0.0763,0.0681,0.2138,0.1478,0.0937,0.1457,0.516849947,1.008389779,2,37
0.0556,0.0636,0.0868,0.0819,0.1604,0.1158,0.0881,0.0785,0.323978539,0.907732636,287,37
0.0463,0.0595,0.0886,0.0859,0.1622,0.1182,0.0875,0.0763,0.307537283,0.898630783,287,37
0.0835,0.0835,0.0795,0.0706,0.0985,0.0664,0.0464,0.0279,0.16499113,0.815469883,143,37
0.0803,0.0809,0.0783,0.0692,0.0934,0.0643,0.0459,0.0242,0.148831488,0.805500769,143,37
0.0535,0.0542,0.0551,0.0468,0.0596,0.0425,0.0321,0.0128,0.120300752,0.787591742,316,37
0.0503,0.0518,0.0537,0.0453,0.0584,0.0421,0.0319,0.0131,0.12632594,0.791407569,316,37
0.6864,0.7059,0.7353,0.7651,0.8106,0.6947,0.5541,0.0455,0.028876055,0.727238651,332,38
0.6882,0.7074,0.7353,0.7613,0.8073,0.6919,0.5433,0.046,0.029325513,0.727547602,332,38
0.1301,0.1324,0.1725,0.1774,0.2368,0.2739,0.2476,0.0594,0.143408981,0.802127784,111,38
0.1265,0.1295,0.1624,0.1683,0.2265,0.2584,0.2202,0.0582,0.147416413,0.804621907,111,38
0.0834,0.0858,0.1159,0.1257,0.2129,0.2072,0.1604,0.0872,0.25753101,0.870362574,303,38
0.0809,0.0839,0.1145,0.1248,0.2126,0.207,0.1589,0.0878,0.260225252,0.87190897,303,38
0.0718,0.0804,0.0984,0.0907,0.2795,0.222,0.1582,0.1888,0.509994598,1.004984874,2,38
0.0547,0.0678,0.0853,0.0906,0.1569,0.1674,0.1266,0.0663,0.267878788,0.876286932,316,38
0.0619,0.0745,0.0888,0.0939,0.1551,0.167,0.1263,0.0612,0.245783133,0.863587362,316,38
0.036,0.046,0.0701,0.059,0.2477,0.1661,0.1058,0.1887,0.615259211,1.056058337,303,38
0.0588,0.0716,0.0949,0.0954,0.1851,0.1465,0.1057,0.0897,0.319786096,0.905420398,50,38
0.0673,0.0763,0.0942,0.0932,0.1814,0.1451,0.1049,0.0882,0.321194465,0.906197807,50,38
0.0235,0.036,0.065,0.0538,0.2473,0.1641,0.1035,0.1935,0.64264364,1.068945106,303,38
0.1948,0.2035,0.2384,0.252,0.3155,0.3364,0.2517,0.0635,0.111894273,0.782236712,111,39
0.1937,0.2031,0.236,0.2502,0.3145,0.3321,0.2493,0.0643,0.113865769,0.783495864,111,39
0.0425,0.0567,0.0775,0.0834,0.1324,0.1599,0.1217,0.049,0.227062095,0.852679362,348,39
0.0368,0.0521,0.0759,0.0821,0.1304,0.1522,0.1181,0.0483,0.227294118,0.852815407,348,39
0.0584,0.0676,0.0919,0.0872,0.1951,0.1561,0.1139,0.1079,0.382217499,0.939264339,284,39
0.0472,0.0584,0.0863,0.0815,0.1926,0.1539,0.1136,0.1111,0.405326523,0.951486481,284,39
0.0841,0.0902,0.1056,0.0895,0.0689,0.0401,0.0295,-0.0206,-0.130050505,0.608234737,79,39
0.0753,0.0829,0.1015,0.0847,0.0643,0.0384,0.0287,-0.0204,-0.136912752,0.602567215,79,39
0.4912,0.5093,0.5473,0.5634,0.6132,0.5847,0.447,0.0498,0.042325344,0.73642742,111,40
0.4867,0.5043,0.5413,0.5568,0.6054,0.5665,0.4384,0.0486,0.041817243,0.736082362,111,40
0.1404,0.142,0.1277,0.1112,0.2981,0.367,0.3135,0.1869,0.456633276,0.978076314,191,40
0.1597,0.1568,0.1392,0.1231,0.2983,0.3596,0.3036,0.1752,0.415757,0.956951932,191,40
0.0775,0.0989,0.1306,0.1366,0.1991,0.1997,0.1749,0.0625,0.186178135,0.8283587,79,40
0.0795,0.0985,0.1265,0.1308,0.1928,0.1981,0.172,0.062,0.191594561,0.831621645,79,40
0.0679,0.0782,0.0994,0.102,0.1614,0.2058,0.1549,0.0594,0.225512528,0.851770232,111,40
0.0539,0.069,0.0972,0.1,0.1631,0.1985,0.1523,0.0631,0.239832763,0.860135317,111,40
0.7078,0.7387,0.7608,0.7909,0.838,0.7138,0.5517,0.0471,0.028915219,0.727265577,303,41
0.128,0.1341,0.1074,0.0944,0.2596,0.3923,0.356,0.1652,0.466666667,0.98319208,271,41
0.118,0.1262,0.103,0.0899,0.2576,0.3859,0.3501,0.1677,0.482589928,0.991256742,271,41
0.2789,0.2847,0.3082,0.3164,0.4025,0.3964,0.308,0.0861,0.11976631,0.78725238,284,41
0.2803,0.2861,0.3098,0.316,0.4015,0.3955,0.3058,0.0855,0.119163763,0.786869597,284,41
0.091,0.0985,0.1216,0.1261,0.2172,0.2466,0.1911,0.0911,0.265365569,0.874851741,47,41
0.0743,0.0875,0.1195,0.1246,0.2173,0.2428,0.1874,0.0927,0.27113191,0.878141167,47,41
0.0634,0.0763,0.0955,0.0897,0.2263,0.2061,0.1571,0.1366,0.432278481,0.965545691,316,41
0.0785,0.0865,0.0992,0.0924,0.2263,0.2055,0.1559,0.1339,0.420144336,0.959241542,316,41
0.1469,0.1499,0.1568,0.1568,0.2107,0.1867,0.1532,0.0539,0.146666667,0.804155872,284,41
0.0597,0.0652,0.0836,0.0869,0.1823,0.1892,0.1525,0.0954,0.354383358,0.924328599,351,41
0.0555,0.0626,0.0823,0.0859,0.1821,0.1863,0.1502,0.0962,0.358955224,0.926798373,351,41
0.1288,0.136,0.1462,0.146,0.2056,0.1828,0.1483,0.0596,0.169510808,0.818236401,284,41
0.0643,0.0807,0.1179,0.1186,0.2008,0.1847,0.1432,0.0822,0.257357545,0.870262917,127,41
0.0902,0.0888,0.1186,0.0992,0.2755,0.1885,0.1418,0.1763,0.470509741,0.985144528,63,41
0.1028,0.0995,0.124,0.1047,0.2792,0.1858,0.1409,0.1745,0.454545455,0.977008421,63,41
0.0716,0.0853,0.1198,0.1201,0.1985,0.1771,0.1343,0.0784,0.246076585,0.863757249,127,41
0.1178,0.1447,0.1493,0.1641,0.2432,0.3103,0.2394,0.0791,0.194205745,0.833190101,271,42
0.12,0.146,0.1536,0.1693,0.2473,0.3112,0.2392,0.078,0.187229957,0.828993339,271,42
0.0497,0.0583,0.0848,0.0817,0.2035,0.1682,0.1295,0.1218,0.427068724,0.962844081,2,42
0.0408,0.053,0.0851,0.0829,0.2056,0.1681,0.1293,0.1227,0.425303293,0.961926865,2,42
0.0191,0.0362,0.067,0.0549,0.2615,0.1784,0.1085,0.2066,0.652970923,1.073764836,271,42
0.0527,0.0629,0.0803,0.0677,0.2669,0.1778,0.107,0.1992,0.595337717,1.046583832,271,42
0.0444,0.0519,0.0805,0.0787,0.2432,0.1714,0.1043,0.1645,0.51102827,1.005499015,271,42
0.0187,0.0405,0.0674,0.0564,0.1304,0.0614,0.042,0.074,0.39614561,0.946649677,111,42
0.0733,0.0794,0.0806,0.0673,0.1305,0.06,0.0406,0.0632,0.319514661,0.905270491,111,42
0.0963,0.1053,0.1245,0.1286,0.2493,0.2586,0.2029,0.1207,0.319396666,0.905205317,63,43
0.0816,0.0934,0.1168,0.1195,0.2477,0.255,0.1965,0.1282,0.34912854,0.921481709,63,43
0.0531,0.0709,0.11,0.0994,0.3052,0.202,0.1281,0.2058,0.508650519,1.004315946,127,43
0.1154,0.1158,0.1308,0.1298,0.2044,0.1642,0.1236,0.0746,0.223219629,0.850423206,63,43
0.1012,0.1035,0.125,0.1227,0.2059,0.1661,0.1233,0.0832,0.253195374,0.867868293,63,43
0.0823,0.0851,0.0938,0.0826,0.1523,0.1044,0.0739,0.0697,0.296722009,0.892592858,79,43
0.074,0.0779,0.0892,0.077,0.1457,0.0971,0.0689,0.0687,0.308486753,0.899158914,79,43
0.0961,0.1146,0.1312,0.1376,0.2319,0.2808,0.2382,0.0943,0.255209743,0.869028045,111,44
0.1147,0.1246,0.1362,0.1394,0.2331,0.2683,0.2273,0.0937,0.251543624,0.866916158,111,44
0.0888,0.0997,0.1331,0.1396,0.3269,0.335,0.2046,0.1873,0.401500536,0.949473821,111,44
0.078,0.0918,0.1302,0.1371,0.3244,0.328,0.1996,0.1873,0.405850488,0.951761781,111,44
0.0964,0.0986,0.1083,0.1096,0.1686,0.1518,0.1197,0.059,0.212077642,0.84384693,319,45
0.0772,0.0842,0.0995,0.1017,0.1637,0.15,0.1182,0.062,0.233609646,0.856510155,319,45
0.0688,0.0853,0.1204,0.1271,0.2055,0.2105,0.1723,0.0784,0.235718581,0.857740392,271,46
0.0713,0.087,0.1191,0.1266,0.2023,0.2097,0.1691,0.0757,0.230161143,0.854494671,271,46
0.0543,0.0731,0.0997,0.1015,0.2013,0.1855,0.1295,0.0998,0.329590489,0.910818582,95,46
0.0665,0.081,0.1012,0.1015,0.1924,0.1806,0.1289,0.0909,0.309288874,0.899604843,95,46
0.0554,0.0758,0.097,0.0973,0.1723,0.1611,0.1211,0.075,0.278189911,0.88215073,319,46
0.0569,0.077,0.0985,0.0975,0.1647,0.1535,0.1191,0.0672,0.256292906,0.869651026,319,46
0.0341,0.0457,0.0693,0.0686,0.1998,0.1465,0.0977,0.1312,0.488822653,0.994395622,316,46
0.0408,0.0501,0.0706,0.0695,0.1943,0.1452,0.0968,0.1248,0.473085671,0.986451048,316,46
0.0395,0.0556,0.0829,0.0799,0.1313,0.1222,0.0916,0.0514,0.243371212,0.862189777,364,46
0.0547,0.0655,0.0865,0.082,0.1283,0.1177,0.0883,0.0463,0.220161674,0.848623399,364,46
0.1026,0.1168,0.1441,0.1508,0.2263,0.2598,0.2417,0.0755,0.200212145,0.836786798,111,47
0.0917,0.1115,0.1456,0.1544,0.2291,0.2546,0.2339,0.0747,0.194784876,0.833537567,111,47
0.0998,0.1059,0.1149,0.1142,0.211,0.1664,0.1171,0.0968,0.297662977,0.8931198,287,47
0.0716,0.0849,0.1026,0.1024,0.1977,0.1613,0.1141,0.0953,0.317560813,0.904190695,287,47
0.3511,0.359,0.3414,0.3409,0.4133,0.3246,0.2729,0.0724,0.095995757,0.772007615,316,48
0.3361,0.3478,0.3264,0.3265,0.4036,0.314,0.2644,0.0771,0.105601972,0.778204326,316,48
0.0982,0.1065,0.1251,0.133,0.227,0.2437,0.2021,0.094,0.261111111,0.872416822,271,48
0.1012,0.1082,0.1241,0.1297,0.2283,0.2402,0.1951,0.0986,0.275418994,0.880578784,271,48
0.0731,0.1002,0.1223,0.1274,0.2606,0.2022,0.1495,0.1332,0.343298969,0.918313111,303,48
0.0637,0.0905,0.1059,0.1126,0.2709,0.1949,0.1351,0.1583,0.412777053,0.955393664,303,48
0.1142,0.1206,0.1022,0.0923,0.236,0.3411,0.3065,0.1437,0.437709412,0.96835397,351,49
0.1031,0.1112,0.0966,0.0872,0.2325,0.3326,0.2955,0.1453,0.454488583,0.976979316,351,49
0.0719,0.0724,0.0736,0.0662,0.0876,0.0784,0.0617,0.0214,0.139141743,0.799463409,284,49
0.0693,0.0702,0.0726,0.0659,0.087,0.0758,0.0606,0.0211,0.137998692,0.798748203,284,49
0.4929,0.5236,0.52,0.5362,0.6027,0.5337,0.4288,0.0665,0.058389674,0.747254759,316,50
0.4904,0.5216,0.5138,0.5305,0.6002,0.5321,0.4271,0.0697,0.06164323,0.749428602,316,50
0.1016,0.1222,0.1667,0.1724,0.2528,0.252,0.2057,0.0804,0.189087488,0.830112937,127,50
0.1023,0.1222,0.1652,0.1698,0.2517,0.2495,0.1979,0.0819,0.19430605,0.833250292,127,50
0.0581,0.0691,0.0983,0.0853,0.2369,0.1928,0.1359,0.1516,0.470515208,0.985147303,47,50
0.0549,0.0699,0.1029,0.0948,0.2451,0.1938,0.1329,0.1503,0.442188879,0.970664143,47,50
0.1109,0.1149,0.1471,0.1686,0.2831,0.2968,0.2284,0.1145,0.253486828,0.86803619,111,51
0.0936,0.118,0.1343,0.1491,0.2075,0.2886,0.2233,0.0584,0.163768929,0.814720154,50,51
0.0951,0.119,0.1328,0.1451,0.2006,0.2778,0.219,0.0555,0.160543824,0.812738472,50,51
0.1113,0.1118,0.1156,0.1093,0.2774,0.2814,0.2189,0.1681,0.434703905,0.966800861,332,51
0.107,0.1113,0.1445,0.1628,0.2814,0.2861,0.2188,0.1186,0.266996848,0.875783562,111,51
0.0594,0.0728,0.109,0.0987,0.2332,0.2159,0.1575,0.1345,0.405242543,0.951442349,284,51
0.0648,0.0811,0.117,0.11,0.2377,0.2151,0.1561,0.1277,0.367270636,0.931273663,284,51
0.0387,0.0568,0.0908,0.0876,0.2113,0.188,0.1325,0.1237,0.413850786,0.955955431,50,51
0.0543,0.0642,0.0891,0.0824,0.2111,0.1856,0.1307,0.1287,0.438500852,0.968762536,50,51
0.0868,0.089,0.0912,0.0883,0.1368,0.1017,0.073,0.0485,0.215459796,0.845848565,284,51
0.0889,0.0905,0.0916,0.0874,0.1366,0.1008,0.0718,0.0492,0.219642857,0.848317663,284,51
0.088,0.0873,0.0889,0.0741,0.1554,0.0993,0.0701,0.0813,0.354248366,0.924255574,284,51
0.0476,0.0571,0.0758,0.0769,0.0542,0.0253,0.0215,-0.0227,-0.173150267,0.571707734,351,51
0.0523,0.0606,0.078,0.0789,0.0557,0.0251,0.0211,-0.0232,-0.172362556,0.57239623,351,51
0.0977,0.1071,0.1194,0.138,0.2399,0.2375,0.1807,0.1019,0.269648055,0.877295877,271,52
0.0937,0.1041,0.1169,0.1353,0.2394,0.2365,0.1796,0.1041,0.277822258,0.881942321,271,52
0.0596,0.0678,0.0973,0.114,0.3281,0.3124,0.1742,0.2141,0.484279575,0.992108651,351,52
0.0577,0.0663,0.0962,0.1129,0.3287,0.3109,0.1724,0.2158,0.488677536,0.994322652,351,52
0.0586,0.066,0.075,0.0744,0.1696,0.1343,0.1013,0.0952,0.390163934,0.943484994,335,52
0.0389,0.0519,0.0681,0.0684,0.166,0.1352,0.1001,0.0976,0.416382253,0.957278566,335,52
0.1146,0.1208,0.1338,0.1236,0.2692,0.2744,0.2135,0.1456,0.370672098,0.933098118,18,53
0.0884,0.0966,0.1162,0.1307,0.2907,0.343,0.212,0.16,0.379686758,0.937916179,50,53
0.0699,0.0792,0.104,0.1193,0.2913,0.3446,0.2119,0.172,0.418899172,0.958592287,50,53
0.0587,0.0706,0.0943,0.0968,0.1898,0.207,0.173,0.093,0.324494068,0.908016557,50,53
0.0679,0.0788,0.0992,0.1022,0.191,0.2059,0.1718,0.0888,0.302864939,0.896027309,50,53
0.0906,0.1184,0.1388,0.1466,0.2229,0.2109,0.171,0.0763,0.206495264,0.840532726,271,53
0.0767,0.1084,0.1331,0.1413,0.2205,0.2099,0.1688,0.0792,0.218905473,0.847882936,271,53
0.0509,0.0626,0.0918,0.0964,0.2403,0.2393,0.1515,0.1439,0.427383427,0.963007491,79,53
0.0513,0.0576,0.0684,0.051,0.0422,0.0264,0.0224,-0.0088,-0.094420601,0.636851159,50,53
0.0547,0.0607,0.0704,0.0531,0.0433,0.025,0.0218,-0.0098,-0.101659751,0.63114202,50,53
0.0802,0.0937,0.1216,0.1366,0.2831,0.3256,0.2242,0.1465,0.349058852,0.921443895,50,54
0.0785,0.0936,0.1226,0.1383,0.2801,0.3226,0.2224,0.1418,0.338910134,0.915920375,50,54
0.0655,0.0814,0.1106,0.1164,0.1805,0.1858,0.1539,0.0641,0.215897609,0.846107327,50,54
0.0594,0.0756,0.108,0.1131,0.1815,0.1832,0.1536,0.0684,0.232179226,0.85567472,50,54
0.0572,0.0675,0.0818,0.084,0.162,0.1341,0.0972,0.078,0.317073171,0.903920998,303,55
0.0405,0.056,0.0769,0.0797,0.1662,0.1362,0.0965,0.0865,0.351769012,0.922913328,303,55
0.0669,0.0813,0.1059,0.1105,0.189,0.2203,0.187,0.0785,0.262103506,0.872985398,50,56
0.0739,0.086,0.1058,0.1101,0.1902,0.2157,0.1812,0.0801,0.266733267,0.875633066,50,56
0.0574,0.0687,0.0866,0.0897,0.1524,0.1735,0.1465,0.0627,0.258983891,0.871196815,271,56
0.0536,0.0664,0.0861,0.0899,0.1532,0.1668,0.1399,0.0633,0.260386672,0.872001532,271,56
0.0427,0.0528,0.0807,0.0879,0.2094,0.1976,0.1281,0.1215,0.408678103,0.953246087,351,56
0.0717,0.0787,0.1103,0.1002,0.1893,0.1512,0.1078,0.0891,0.307772021,0.898761381,50,56
0.0402,0.0578,0.1091,0.1009,0.1896,0.1504,0.1078,0.0887,0.305335628,0.897404941,50,56
0.0791,0.0899,0.1073,0.1147,0.1843,0.2162,0.1838,0.0696,0.23277592,0.856023317,351,58
0.0646,0.0795,0.1025,0.1107,0.184,0.2131,0.1798,0.0733,0.24872752,0.865290425,351,58
0.0418,0.0546,0.0834,0.0821,0.2277,0.1902,0.1211,0.1456,0.469980633,0.984875948,50,58
0.0826,0.0899,0.0945,0.0896,0.1204,0.0991,0.0687,0.0308,0.146666667,0.804155872,79,58
0.0732,0.0815,0.0888,0.0846,0.1205,0.0979,0.0661,0.0359,0.175036568,0.82160609,79,58
0.5347,0.5476,0.5785,0.5895,0.6335,0.56,0.4582,0.044,0.035977105,0.732104573,316,59
0.6016,0.6266,0.63,0.6491,0.6849,0.5213,0.3903,0.0358,0.026836582,0.725835093,284,59
0.6048,0.6289,0.6339,0.6511,0.6851,0.5255,0.3878,0.034,0.025445293,0.724876053,284,59
0.1054,0.1173,0.1288,0.1324,0.2438,0.2256,0.1505,0.1114,0.296119086,0.892255056,95,59
0.1039,0.1155,0.124,0.1273,0.2434,0.2196,0.1427,0.1161,0.31319126,0.901771179,95,59
0.5126,0.5123,0.5225,0.5266,0.5408,0.431,0.3153,0.0142,0.013303354,0.71645192,15,60
0.5141,0.5134,0.5219,0.5233,0.5411,0.4328,0.3073,0.0178,0.016723036,0.718834499,15,60
0.0977,0.1119,0.1062,0.0967,0.2181,0.3156,0.2897,0.1214,0.385641677,0.941085372,50,60
0.11,0.1193,0.1082,0.0971,0.215,0.3076,0.2832,0.1179,0.377763537,0.936890355,50,60
0.0528,0.0615,0.0706,0.0797,0.1174,0.1428,0.1077,0.0377,0.191273465,0.831428569,351,60
0.0471,0.0585,0.0708,0.0807,0.1182,0.1383,0.1058,0.0375,0.188536953,0.829781268,351,60
0.0315,0.042,0.0736,0.0691,0.2109,0.1543,0.1053,0.1418,0.506428571,1.003209136,351,60
0.0326,0.042,0.072,0.0678,0.2116,0.1509,0.0995,0.1438,0.514674302,1.00731043,351,60
0.0876,0.1033,0.1434,0.1307,0.181,0.2238,0.2172,0.0503,0.161373115,0.813248495,351,61
0.0882,0.101,0.1432,0.1311,0.1815,0.211,0.2052,0.0504,0.161228407,0.813159521,351,61
0.0488,0.0646,0.0933,0.0878,0.2839,0.2364,0.1347,0.1961,0.527576002,1.013694235,271,61
0.059,0.0717,0.0965,0.0905,0.285,0.2388,0.1344,0.1945,0.517976032,1.008947983,271,61
0.0542,0.0694,0.0905,0.0977,0.181,0.1363,0.0982,0.0833,0.298887693,0.893805176,351,61
0.0616,0.0746,0.0945,0.101,0.1807,0.1372,0.0981,0.0797,0.282925098,0.884830547,351,61
0.3161,0.3251,0.3366,0.343,0.4077,0.4038,0.3301,0.0647,0.086186226,0.765627995,284,63
0.3189,0.3279,0.3381,0.3447,0.4104,0.4056,0.3269,0.0657,0.087008343,0.766164697,284,63
0.0589,0.0714,0.1001,0.1011,0.2958,0.2754,0.1683,0.1947,0.490551776,0.995264676,351,63
0.0617,0.0728,0.099,0.0992,0.2928,0.2693,0.1662,0.1936,0.493877551,0.996934076,351,63
0.2097,0.2075,0.2031,0.1964,0.219,0.1824,0.1309,0.0226,0.054405392,0.74458404,18,64
0.2069,0.2044,0.1997,0.1953,0.2166,0.1809,0.1294,0.0213,0.05171158,0.7427729,18,64
0.2778,0.294,0.3143,0.3396,0.43,0.424,0.3487,0.0904,0.117463617,0.785788532,79,65
0.2757,0.291,0.3135,0.3366,0.4283,0.4173,0.341,0.0917,0.119884952,0.787327729,79,65
0.0541,0.0688,0.0939,0.1033,0.1665,0.1657,0.139,0.0632,0.234247591,0.856882484,351,65
