ca,blue,green,red,nir,swir1,swir2,VI,NDVI,TVI,DOY,AQI
0.0586,0.0715,0.0938,0.1037,0.1658,0.1643,0.1383,0.0621,0.230426716,0.854650055,351,65
0.0639,0.0713,0.0905,0.0856,0.1214,0.1423,0.1387,0.0358,0.17294686,0.820333383,50,66
0.0481,0.0596,0.0863,0.083,0.12,0.139,0.1351,0.037,0.18226601,0.825993953,50,66
0.0445,0.0561,0.0856,0.0833,0.2042,0.1552,0.0982,0.1209,0.420521739,0.959438241,50,66
0.341,0.3529,0.366,0.3619,0.3817,0.3049,0.2189,0.0198,0.026627219,0.725690856,18,67
0.3421,0.3496,0.3654,0.3611,0.382,0.3049,0.2179,0.0209,0.028125421,0.726722382,18,67
0.0701,0.084,0.1172,0.1161,0.2933,0.2454,0.1812,0.1772,0.43282853,0.965830487,271,68
0.0719,0.0802,0.1121,0.1037,0.2978,0.241,0.1749,0.1941,0.483437111,0.991683977,271,68
0.0515,0.0643,0.0903,0.0861,0.1645,0.159,0.1279,0.0784,0.312849162,0.901581478,271,68
0.0747,0.0816,0.099,0.0941,0.1643,0.1514,0.1258,0.0702,0.271671827,0.878448534,271,68
0.0805,0.0864,0.0994,0.0994,0.1973,0.1612,0.1197,0.0979,0.329962926,0.91102301,271,68
0.0725,0.0799,0.0956,0.0965,0.195,0.1599,0.1192,0.0985,0.337907376,0.915372807,271,68
0.5343,0.5517,0.5314,0.5433,0.5866,0.4302,0.3152,0.0433,0.038321975,0.733704283,319,69
0.0905,0.106,0.1286,0.136,0.2087,0.17,0.1356,0.0727,0.210908036,0.843153625,351,69
0.0864,0.1036,0.1271,0.1345,0.2046,0.165,0.1337,0.0701,0.20672368,0.840668591,351,69
0.4949,0.5153,0.5395,0.5594,0.6208,0.5797,0.4828,0.0614,0.05202508,0.742983903,111,71
0.0787,0.0824,0.0927,0.0828,0.2729,0.2256,0.1513,0.1901,0.534439134,1.01707381,300,71
0.061,0.0739,0.1012,0.1055,0.2333,0.196,0.1408,0.1278,0.377213695,0.936596869,351,71
0.0541,0.0684,0.0966,0.0994,0.2417,0.193,0.132,0.1423,0.417179713,0.957695,351,71
0.1428,0.1446,0.1621,0.1603,0.2993,0.229,0.1729,0.139,0.302436902,0.895788425,127,72
0.1201,0.122,0.1297,0.1253,0.2483,0.2118,0.1672,0.123,0.329229122,0.910620185,271,72
0.1192,0.1211,0.1282,0.1243,0.2489,0.2101,0.1643,0.1246,0.333869239,0.91316441,271,72
0.1172,0.1235,0.1496,0.145,0.3022,0.225,0.1637,0.1572,0.351520572,0.922778723,127,72
0.0898,0.1051,0.1299,0.1236,0.2653,0.2084,0.161,0.1417,0.364361018,0.92971018,50,72
0.0705,0.0899,0.1188,0.1151,0.2664,0.203,0.1512,0.1513,0.396592398,0.946885631,50,72
0.1244,0.129,0.1385,0.1264,0.1569,0.0854,0.0504,0.0305,0.107659725,0.77952532,18,73
0.1163,0.1219,0.1349,0.122,0.1549,0.0843,0.0498,0.0329,0.118815457,0.786648242,18,73
0.5249,0.533,0.5759,0.586,0.6369,0.5482,0.4064,0.0509,0.041622373,0.73594998,335,75
0.0748,0.0918,0.1164,0.1158,0.1789,0.1734,0.138,0.0631,0.21411605,0.845053874,50,75
0.0622,0.0838,0.1152,0.1157,0.1796,0.1751,0.1374,0.0639,0.216390112,0.846398317,50,75
0.0928,0.0941,0.0895,0.0728,0.098,0.076,0.0507,0.0252,0.147540984,0.804699313,18,75
0.0831,0.0852,0.0846,0.0671,0.0935,0.0723,0.0483,0.0264,0.164383562,0.815097271,18,75
0.0652,0.0812,0.1023,0.1031,0.1965,0.1987,0.1377,0.0934,0.311748999,0.900971142,111,77
0.0797,0.0926,0.1075,0.1061,0.1806,0.1863,0.1372,0.0745,0.259853505,0.871695764,111,77
0.059,0.0714,0.1048,0.0999,0.1892,0.1677,0.1238,0.0893,0.308889658,0.899382932,34,77
0.0608,0.0691,0.0981,0.0879,0.1804,0.1651,0.1231,0.0925,0.344763325,0.919110072,34,77
0.1039,0.1104,0.1114,0.1207,0.213,0.2458,0.2012,0.0923,0.276595745,0.881246699,50,78
0.0772,0.0921,0.1039,0.1137,0.2122,0.2453,0.2004,0.0985,0.302239951,0.895678486,50,78
0.0496,0.0606,0.089,0.0825,0.1246,0.1183,0.1059,0.0421,0.203283438,0.83861996,50,78
0.0632,0.0715,0.0954,0.0894,0.126,0.1117,0.1008,0.0366,0.169916435,0.81848423,50,78
0.0361,0.0457,0.0649,0.0636,0.2032,0.1344,0.0845,0.1396,0.523238381,1.011552461,351,78
0.06,0.0708,0.1162,0.106,0.2112,0.1833,0.1321,0.1052,0.331651955,0.911949535,31,82
0.0576,0.0682,0.113,0.1004,0.2073,0.1814,0.1321,0.1069,0.347416315,0.920552179,31,82
0.0349,0.0461,0.074,0.0715,0.1932,0.1642,0.1208,0.1217,0.459765773,0.979676361,351,82
0.0337,0.044,0.0713,0.0684,0.1945,0.1623,0.1171,0.1261,0.479650057,0.98977273,351,82
0.09,0.089,0.0913,0.0999,0.2138,0.2287,0.174,0.1139,0.363085751,0.929024085,351,84
0.0877,0.0873,0.0901,0.0987,0.2137,0.2243,0.1721,0.115,0.368117798,0.931728393,351,84
0.0519,0.0684,0.1125,0.0876,0.2146,0.2094,0.1402,0.127,0.420251489,0.959297393,18,85
0.0588,0.0758,0.117,0.0927,0.2211,0.2028,0.1337,0.1284,0.40917782,0.953508165,18,85
0.4295,0.449,0.4915,0.5104,0.5759,0.5828,0.4689,0.0655,0.060296419,0.748529504,111,88
0.4286,0.4489,0.4899,0.5095,0.5749,0.5806,0.4681,0.0654,0.060309849,0.748538475,111,88
0.0937,0.1028,0.1177,0.1062,0.2651,0.2447,0.179,0.1589,0.427955831,0.963304641,34,88
0.0643,0.0739,0.0822,0.0855,0.1349,0.1157,0.0825,0.0494,0.224137931,0.850962943,351,89
0.0389,0.0557,0.0748,0.0807,0.1365,0.1167,0.0821,0.0558,0.256906077,0.870003493,351,89
0.1408,0.1431,0.1439,0.131,0.1425,0.0996,0.0675,0.0115,0.042047532,0.736238774,18,89
0.1336,0.1366,0.1398,0.1266,0.1388,0.0961,0.0645,0.0122,0.04596835,0.738896711,18,89
0.0593,0.0731,0.1156,0.1166,0.3057,0.3532,0.2166,0.1891,0.447785934,0.97354298,18,90
0.0592,0.0734,0.1159,0.1166,0.3046,0.3442,0.2084,0.188,0.44634378,0.972802025,18,90
0.1127,0.1153,0.1278,0.118,0.1944,0.1625,0.1069,0.0764,0.244558259,0.862877893,18,90
0.1212,0.1228,0.1342,0.1248,0.1933,0.1574,0.1046,0.0685,0.215341088,0.845778392,18,90
0.0554,0.0604,0.0783,0.0788,0.1539,0.1168,0.0922,0.0751,0.322733133,0.907046379,351,90
0.039,0.0497,0.0752,0.0765,0.1574,0.1174,0.0915,0.0809,0.345874305,0.919714252,351,90
0.091,0.0938,0.1066,0.1013,0.2836,0.2367,0.1786,0.1823,0.473629514,0.986726666,50,91
0.851,0.8733,0.8808,0.913,0.9412,0.6179,0.4934,0.0282,0.015208715,0.717780409,15,92
0.8509,0.8736,0.8758,0.9028,0.9376,0.6114,0.472,0.0348,0.018908933,0.720353339,15,92
0.1425,0.149,0.1556,0.15,0.1988,0.1558,0.1004,0.0488,0.139908257,0.799942658,18,96
0.1339,0.1411,0.1507,0.1438,0.1937,0.1509,0.0968,0.0499,0.147851852,0.804892447,18,96
0.4563,0.4819,0.5093,0.5422,0.6178,0.5266,0.4321,0.0756,0.065172414,0.751779498,79,97
0.4562,0.4818,0.5082,0.541,0.6164,0.5223,0.4257,0.0754,0.065146017,0.751761942,79,97
0.1329,0.1392,0.1466,0.1362,0.2027,0.1154,0.0637,0.0665,0.196223075,0.834399829,18,97
0.1619,0.1694,0.1752,0.1661,0.1858,0.17,0.132,0.0197,0.055981813,0.74564188,18,98
0.0468,0.0601,0.0856,0.0807,0.2061,0.1708,0.1296,0.1254,0.437238494,0.968110786,50,98
0.0054,0.0135,0.0492,0.0658,0.1397,0.1639,0.1296,0.0739,0.359610706,0.927151932,18,98
0.0517,0.0664,0.0895,0.0858,0.2089,0.1691,0.1271,0.1231,0.417712928,0.957973344,50,98
0.0355,0.0466,0.0667,0.0724,0.2008,0.1586,0.109,0.1284,0.469985359,0.984878347,303,98
0.0513,0.0596,0.0766,0.0828,0.2025,0.1579,0.1087,0.1197,0.41955836,0.958936056,303,98
0.3293,0.3542,0.3843,0.4213,0.5456,0.5396,0.4484,0.1243,0.128555176,0.792814718,18,99
0.2734,0.284,0.2933,0.3079,0.3737,0.3757,0.2997,0.0658,0.096537559,0.772358439,18,100
0.2687,0.2778,0.29,0.3043,0.3681,0.3733,0.2978,0.0638,0.094883998,0.771287234,18,100
0.4892,0.5344,0.6061,0.6848,0.8279,0.8627,0.7064,0.1431,0.094599061,0.771102497,34,102
0.4891,0.5338,0.6054,0.6839,0.8259,0.8619,0.7057,0.142,0.094052192,0.770747814,34,102
0.6018,0.609,0.6139,0.6296,0.6593,0.4705,0.3534,0.0297,0.023042905,0.723217052,15,104
0.6008,0.6074,0.6093,0.6206,0.655,0.4694,0.3415,0.0344,0.026967701,0.72592541,15,104
0.1165,0.1345,0.1578,0.1504,0.2148,0.2056,0.1545,0.0644,0.176341731,0.822399982,18,104
0.087,0.1184,0.1599,0.1565,0.2191,0.2097,0.1533,0.0626,0.166666667,0.816496581,18,104
0.1981,0.1915,0.1901,0.1732,0.181,0.1256,0.0822,0.0078,0.022021457,0.722510524,18,104
0.1982,0.191,0.1911,0.1731,0.1797,0.1085,0.0692,0.0066,0.018707483,0.720213498,18,104
0.1058,0.1124,0.1236,0.1062,0.0969,0.0542,0.0407,-0.0093,-0.045790251,0.673950851,34,104
0.1044,0.1113,0.1232,0.1053,0.0955,0.0527,0.0395,-0.0098,-0.048804781,0.671710666,34,104
0.6778,0.6841,0.6878,0.7026,0.7172,0.4374,0.2967,0.0146,0.010283138,0.714341052,15,106
0.6795,0.6852,0.6857,0.6966,0.7159,0.4367,0.2869,0.0193,0.013663717,0.716703367,15,106
0.287,0.2873,0.2946,0.2998,0.3753,0.3265,0.2488,0.0755,0.111835284,0.782199005,15,106
0.2912,0.2924,0.2958,0.3015,0.3806,0.3305,0.2431,0.0791,0.115965401,0.784834633,15,106
0.0759,0.0922,0.1269,0.1199,0.2024,0.2429,0.202,0.0825,0.255972696,0.869466903,18,108
0.0786,0.0988,0.1344,0.1308,0.2096,0.2369,0.1923,0.0788,0.231492362,0.855273267,18,108
0.3092,0.3066,0.2973,0.2965,0.3218,0.2713,0.2132,0.0253,0.040918648,0.735471718,15,109
0.3087,0.3054,0.2954,0.2929,0.3204,0.2699,0.2056,0.0275,0.044839393,0.738132369,15,109
0.0841,0.0857,0.0938,0.0842,0.2543,0.2609,0.2017,0.1701,0.502511078,1.001254752,271,110
0.0671,0.0746,0.0888,0.0847,0.2576,0.2192,0.1591,0.1729,0.505112474,1.002552978,351,110
0.1252,0.1322,0.129,0.1109,0.1662,0.218,0.2091,0.0553,0.199566943,0.836401186,34,112
0.1258,0.1325,0.1292,0.111,0.1652,0.2142,0.2049,0.0542,0.196234613,0.834406743,34,112
0.068,0.0774,0.0931,0.0899,0.1696,0.1389,0.1052,0.0797,0.307129094,0.898403637,50,112
0.066,0.0713,0.0841,0.0784,0.1641,0.1339,0.1028,0.0857,0.353402062,0.92379763,50,112
0.0593,0.0759,0.1099,0.1042,0.1422,0.1558,0.1426,0.038,0.154220779,0.808839155,34,113
0.1025,0.1087,0.1218,0.1145,0.1441,0.157,0.1413,0.0296,0.11446249,0.783876579,34,113
0.6948,0.7031,0.7089,0.7205,0.7364,0.4831,0.3438,0.0159,0.010913584,0.714782193,15,114
0.6967,0.7045,0.7077,0.7159,0.7369,0.4847,0.3349,0.021,0.014454846,0.717255077,15,114
0.4756,0.5037,0.5441,0.5862,0.6667,0.6238,0.5367,0.0805,0.064250938,0.751166385,18,116
0.472,0.4996,0.5406,0.5821,0.6615,0.6228,0.5332,0.0794,0.063846896,0.750897394,18,116
0.0372,0.0512,0.085,0.0725,0.2176,0.1624,0.0965,0.1451,0.500172354,1.000086173,31,116
0.0965,0.1042,0.1149,0.1,0.1426,0.0855,0.0552,0.0426,0.175597692,0.821947499,34,117
0.0974,0.1048,0.1145,0.0993,0.143,0.0826,0.053,0.0437,0.180354932,0.824836306,34,117
0.1653,0.1646,0.1707,0.1552,0.2891,0.2264,0.1384,0.1339,0.301372946,0.895194362,15,119
0.125,0.132,0.1403,0.1299,0.1925,0.1508,0.0961,0.0626,0.194168734,0.833167891,34,119
0.1262,0.133,0.1406,0.1303,0.1922,0.1492,0.095,0.0619,0.191937984,0.831828098,34,119
0.0772,0.1025,0.1381,0.1436,0.1924,0.2222,0.1692,0.0488,0.145238095,0.803267138,34,120
0.0831,0.1054,0.1354,0.1399,0.1891,0.2185,0.1653,0.0492,0.149544073,0.805942971,34,120
0.0856,0.0954,0.1206,0.1102,0.1887,0.1525,0.1066,0.0785,0.262629642,0.873286689,34,121
0.0654,0.0732,0.1016,0.0819,0.1691,0.1474,0.1055,0.0872,0.347410359,0.920548944,34,121
0.0735,0.0832,0.1043,0.1002,0.0743,0.0524,0.0423,-0.0259,-0.148424069,0.592938387,111,121
0.0738,0.0834,0.1043,0.1,0.0738,0.052,0.0421,-0.0262,-0.150747986,0.590975476,111,121
0.3167,0.3272,0.3524,0.3678,0.4508,0.4753,0.3871,0.083,0.101392622,0.775495082,18,122
0.3112,0.3186,0.3439,0.3559,0.435,0.455,0.3681,0.0791,0.100012644,0.774604831,18,122
0.3255,0.3494,0.394,0.4341,0.5523,0.5944,0.474,0.1182,0.119829684,0.787292629,34,124
0.323,0.3465,0.3899,0.4291,0.5485,0.5899,0.4685,0.1194,0.122135843,0.788755883,34,124
0.5679,0.5756,0.5607,0.5697,0.5906,0.4195,0.2958,0.0209,0.018012583,0.71973091,15,124
0.5678,0.5752,0.5575,0.5633,0.588,0.4184,0.2863,0.0247,0.021454009,0.722117725,15,124
0.0584,0.0721,0.1053,0.0955,0.2128,0.1864,0.1343,0.1173,0.380473565,0.938335529,18,125
0.0538,0.0688,0.1026,0.0914,0.2139,0.1854,0.1316,0.1225,0.401244677,0.949339074,18,125
0.1353,0.1501,0.1645,0.1633,0.2366,0.2337,0.171,0.0733,0.183295824,0.826617096,34,129
0.1351,0.1501,0.1645,0.1632,0.2362,0.2317,0.1701,0.073,0.182774161,0.826301495,34,129
0.6042,0.6092,0.6229,0.6371,0.6575,0.4646,0.3371,0.0204,0.015757763,0.718162769,15,131
0.605,0.6107,0.6205,0.6307,0.657,0.4625,0.3264,0.0263,0.020424012,0.721404194,15,131
0.0732,0.0896,0.1203,0.1139,0.1845,0.216,0.193,0.0706,0.236595174,0.85825123,34,133
0.0653,0.0792,0.1099,0.0975,0.1722,0.2123,0.1903,0.0747,0.276974416,0.881461523,34,133
0.142,0.1441,0.1425,0.1246,0.1238,0.0665,0.0416,-0.0008,-0.003220612,0.704825786,18,133
0.1353,0.138,0.1397,0.1213,0.1191,0.0624,0.0407,-0.0022,-0.009151414,0.70060587,18,133
0.1136,0.1209,0.1302,0.1161,0.1316,0.0802,0.058,0.0155,0.062575696,0.750050463,34,134
0.1147,0.1216,0.1301,0.1162,0.1308,0.0799,0.0569,0.0146,0.059109312,0.747736124,34,134
0.0965,0.1186,0.1432,0.1431,0.2012,0.1838,0.1425,0.0581,0.168748185,0.817770252,34,136
0.1047,0.1201,0.1373,0.1324,0.1923,0.1787,0.1388,0.0599,0.18447798,0.827331844,34,136
0.6856,0.6925,0.7308,0.7452,0.7641,0.5152,0.3625,0.0189,0.012522361,0.715906671,15,139
0.6901,0.697,0.7306,0.7413,0.7657,0.5158,0.353,0.0244,0.016191108,0.71846441,15,139
0.4753,0.51,0.561,0.6129,0.7336,0.7275,0.5921,0.1207,0.089639807,0.767880073,34,141
0.4741,0.5082,0.5586,0.6097,0.7288,0.7208,0.5859,0.1191,0.088980202,0.767450456,34,141
0.5914,0.6086,0.6055,0.6291,0.6689,0.527,0.409,0.0398,0.030662558,0.728465893,15,142
0.5904,0.6077,0.5998,0.6201,0.6649,0.5205,0.3919,0.0448,0.034863813,0.731343841,15,142
0.0444,0.056,0.087,0.0684,0.1993,0.1743,0.1135,0.1309,0.488980202,0.994474837,34,142
0.3336,0.3356,0.3256,0.3324,0.3912,0.3615,0.3211,0.0588,0.081260365,0.762404332,15,147
0.3222,0.3272,0.3225,0.3212,0.3538,0.3066,0.2716,0.0326,0.048296296,0.740470321,31,147
0.3218,0.3275,0.3201,0.3197,0.3532,0.3044,0.2708,0.0335,0.049784515,0.741474554,31,147
0.2611,0.2688,0.2781,0.2764,0.3349,0.3061,0.2286,0.0585,0.095697693,0.771814546,34,147
0.0484,0.0611,0.0893,0.0765,0.2016,0.183,0.1209,0.1251,0.449838188,0.974596423,31,147
0.0504,0.0616,0.0886,0.0746,0.2015,0.1818,0.1197,0.1269,0.459616081,0.97959996,31,147
0.1352,0.1337,0.1328,0.1153,0.1511,0.0783,0.0472,0.0358,0.134384384,0.796482507,31,152
0.0981,0.0997,0.1132,0.0918,0.1364,0.0737,0.0461,0.0446,0.195442594,0.833932008,31,152
0.4363,0.446,0.4667,0.4745,0.511,0.4886,0.4438,0.0365,0.037037037,0.732828109,31,154
0.4368,0.4458,0.4673,0.475,0.5111,0.4898,0.4435,0.0361,0.036608863,0.732535913,31,154
0.0787,0.1001,0.132,0.1307,0.228,0.2566,0.2032,0.0973,0.271257318,0.87821257,34,160
0.1249,0.1337,0.1434,0.1402,0.2281,0.2557,0.2021,0.0879,0.238664133,0.859455719,34,160
0.8029,0.8209,0.8289,0.853,0.8745,0.5132,0.3579,0.0215,0.012445731,0.715853149,15,162
0.8058,0.8236,0.8264,0.8464,0.8737,0.5122,0.3467,0.0273,0.01587117,0.718241721,15,162
0.3164,0.3378,0.3632,0.3898,0.4745,0.5173,0.4243,0.0847,0.09799838,0.77330355,31,164
0.3135,0.3347,0.359,0.3857,0.4695,0.5108,0.4202,0.0838,0.097988775,0.773297339,31,164
0.1835,0.1853,0.2163,0.2063,0.2182,0.2451,0.2018,0.0119,0.02803298,0.726658778,34,165
0.1821,0.1829,0.2131,0.2046,0.2133,0.2326,0.1943,0.0087,0.020818378,0.721677475,34,165
0.0662,0.0784,0.1062,0.1032,0.1913,0.2281,0.1877,0.0881,0.299151104,0.893952518,31,167
0.0704,0.084,0.1103,0.1087,0.1939,0.2255,0.1846,0.0852,0.281559815,0.884058717,31,167
0.616,0.6252,0.6256,0.6375,0.6601,0.5444,0.461,0.0226,0.017416769,0.719316877,15,172
0.6175,0.6271,0.6237,0.6318,0.6583,0.5439,0.4471,0.0265,0.020541043,0.721485304,15,172
0.0564,0.0716,0.1051,0.1023,0.199,0.1961,0.1536,0.0967,0.320942582,0.906058818,31,172
0.0629,0.077,0.1079,0.1052,0.2,0.1947,0.1511,0.0948,0.31061599,0.900342151,31,172
0.0554,0.0662,0.0921,0.0817,0.1228,0.1503,0.1469,0.0411,0.200977995,0.837244286,31,177
0.0746,0.0797,0.095,0.0829,0.1216,0.1513,0.1459,0.0387,0.189242054,0.830206031,31,177
0.0573,0.0771,0.111,0.1085,0.1737,0.1673,0.1241,0.0652,0.231041814,0.855009833,31,185
0.059,0.0741,0.1045,0.0982,0.1676,0.1644,0.1223,0.0694,0.26109857,0.872409634,31,185
0.3265,0.326,0.3183,0.3211,0.3655,0.3409,0.2888,0.0444,0.064666472,0.751442927,15,187
0.3251,0.3237,0.3177,0.3169,0.3631,0.3403,0.2795,0.0462,0.067941176,0.753618721,15,187
0.2298,0.2261,0.2173,0.215,0.2509,0.2117,0.1652,0.0359,0.077055162,0.759641469,31,187
0.2287,0.2243,0.2171,0.2147,0.2502,0.2104,0.1646,0.0355,0.076360508,0.759184107,31,187
0.4574,0.4851,0.533,0.5714,0.6547,0.7063,0.5643,0.0833,0.067938994,0.753617273,31,190
0.4565,0.4841,0.533,0.5699,0.6517,0.7053,0.5618,0.0818,0.066961362,0.752968367,31,190
0.5804,0.5901,0.6067,0.6183,0.6687,0.603,0.5453,0.0504,0.039160839,0.734275724,15,190
0.5802,0.5899,0.6025,0.6111,0.666,0.6002,0.5265,0.0549,0.04298802,0.736877208,15,190
0.0552,0.0764,0.1199,0.1196,0.2628,0.2602,0.169,0.1432,0.374476987,0.935134743,31,190
0.07,0.079,0.1089,0.0975,0.259,0.2635,0.1678,0.1615,0.453015428,0.976225091,31,190
0.0599,0.0723,0.1078,0.0951,0.212,0.1777,0.1314,0.1169,0.380657766,0.938433677,31,190
0.0527,0.0636,0.1002,0.0839,0.2083,0.1736,0.1271,0.1244,0.425735797,0.96215165,31,190
0.2128,0.2151,0.2155,0.211,0.2578,0.2452,0.1881,0.0468,0.099829352,0.774486508,34,191
0.2134,0.2157,0.2155,0.2114,0.2589,0.2446,0.1875,0.0475,0.100999362,0.775241486,34,191
0.1204,0.1238,0.1222,0.1116,0.1258,0.0867,0.0613,0.0142,0.059814659,0.748207631,31,192
0.0798,0.0878,0.1016,0.0878,0.1108,0.0828,0.0604,0.023,0.115810675,0.784736054,31,192
0.0564,0.0708,0.103,0.0906,0.2104,0.1717,0.127,0.1198,0.398006645,0.947632125,31,203
0.041,0.0514,0.0812,0.0714,0.2158,0.1861,0.1207,0.1444,0.502785515,1.001391789,31,203
0.055,0.068,0.1082,0.0924,0.2288,0.2164,0.1755,0.1364,0.424657534,0.961591147,31,210
0.0611,0.0741,0.1104,0.0961,0.2397,0.2063,0.1594,0.1436,0.427635497,0.963138358,31,210
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
